text,rating,sentiment_label
"Barang baik,hanya saja pengirim pakai Pos Indonesia jadi tidak sesuai estimasi sampai nya,masih bisa di maklumi",5,1
"barang sdh kami terima dengan baik, terima kasih omega electronic",5,1
harga bersaing dan kualitas gak kalah jika dibandingkan denhan harganya.. cukup puas dengan kualitas gambarnya..,5,1
"bahan kokoh, semoga tidak cepat rusak",4,1
warna tidak sesuai,4,1
produk saya puas. cuman layanan ninja kurirnya lama kali pengantaran. sangat tidak puas. dan kecewa denga. kurir ninja van,5,1
"cepet juga sampenya,,barang lagi d coba pake,,sesuai karakter main apa gak,,tapi keren kok,,sukses selalu",4,1
tv nya oke bagus gak da masalah pngiriman ke Medan cm 3hri cepat. kurir ny kurang sopan ngomongnya ngegassss😅😅.esmosi,5,1
"Respon cepat,barang sesuai deskripsi",5,1
Paket diterima dengan baik dan utuh. Barang original. Durasi Pengiriman khas Lazada yaitu tidak cepat tetapi juga tidak terlalu lama. Saya memakluminya karena toh gratis ongkir.,5,1
"Sudah berkali-kali beli Sandisk CZ50 ditoko ini, dan tidak pernah menyesal karena semua barang yg diterima sesuai dengan deskripsi. Bravo seller & terima kasih lazada",5,1
"diterima dengan baik, walaupun tanpa packing kayu... kualitas panel cenderung biasa, tp dengan harga gak lebih dari 3jt, ini tv sudah worthed banget... trs kmrn ada yg tanya ini digital atau analog, dan dijawab sama seller, katanya digital, ternyata ini masih analog... untuk saya tidak berpengaruh banyak karena mau ditandem dengan STB android... overall dengan harga segitu, sudah sangat memuaskan, semoga awet...",5,1
barang usdah sampai dan sesuai pesanan. terimakasih,5,1
"Keren dah,gak salah pilih toko",5,1
TV diterima dg baik tidak ada yang penyok. Belum saya coba,5,1
"akhirnya dapat juga tv ini.  cukup ceoat pengirimannya, meski agak was was baca  ulasan sebwlumnya, setelah dibantu salesnya unit kondisi aman. trima lazada n si cepat.",5,1
"walaupun pengirimannya agak lama seminggu lebih,barangnya sampai dengan selamat,kurir ninjavan nya juga ramah,mau ngecek dengan seksama waktu barang dateng, tv nya nggak sesuai dg harganya sih ini,murah meriah tapi fitur melimpah, setelah dicoba nggak ada kendala,connect google pun gampang,internet pake hotspot hp lancar jaya, overall oke sih ni tv kuka,must buy.. hanya saja minusnya nggak ada colokan jack 3.5mm buat audio, sukses terus buat coocaa dan lazada",5,1
"blm sy unboxing TV nya masih segel , semoga tidak terjadi yg tidak diinginkan, karena masih ke luar kota",5,1
"Produk sesuai deskripsi, ada stiker hologram tanda keaslian peoduk. Kapasitasi riil 64 GB. Tdk usah kuatir kalau produk yg diterima rusak sebab dari seller ada garansi tukar dgn barang baru. Recommended seller pokoknya!",5,1
"Pesan tgl 11 Nov 2018 tiba tgl 04 Des 2018. Packingnya mantap,respon sellernya mantap. Proses pengirimannya lambat sekali. kualitas tvnya tdk kalah dgn tv bermerek. untuk tvnya direkomandasikan.Terima kasih seller dan Lazada.",5,1
Anaknya suka bangets pas n sesuai deskripsi,5,1
"laptop aman sudah sampai dan sesuai spek,,,tapi knp ya tas nya kok ga original lenovo ya ? sedikit kecewa sih biasa nya tas nya bagus dan ori lenovo,,,",4,1
"sesuai jadwal, produk berfungsi dengan baik",5,1
"Barangnya sudah ada, paketnya rapih nggak cacat. Thanks",4,1
"TV murah, tapi kualitas yang diberikan sudan sekelas samsul bahkan lebih bagus karena pakai android jadi biaa install macam macam applikasi dari playstore termasuk game yg disukai anak. kualitas gambar 4K Dolby Vision gak usah diragukan lagi, terbaik saat ini. Rekomended banget gaes",5,1
Bagus lancar di gunakan samapai saat ini murah meriah tapi tidak murahan kualitas nya,4,1
"Tombol nya mudah kendor,  mungkin karena per nya yg kurang bagus, packing rapih dan aman",4,1
"Gak usah yang smart tv saja menu sudah lengkap, karena sudah punya Android TV Box. Yang saya suka dari produk ini pas nonton video menunya lengkap banget, pilih subtitle bisa, repeat A-B ada. Untuk setelan lebaran display banyak, 16:9;4:3;dan lainnya,Pasang Bracket mudah",5,1
"Barang diterima dengan kondisi baik, semua berfungsi dengan baik. Cuma, kalo di spek kan ditulis batterai bertahan sampai 2-5 jam. Itu tidak tepat. Saya pakai untuk browsing dan buka photoshop, cuma bertahan ga lebih dari 1,5 jam sudah tinggal 10%. Lalu, saya main Dynasty Warrior Empire 8, graphicnya ga patah-patah dan clear. Oya, kalo sound, jangan harap Anda puas, spek lenovo yg satu ini, speakernya cuma satu ditengah dan cempreng.",5,1
mantap lah pokoknya. pengiriman ekspressnya gak boong bener sehari.,5,1
hhe kuatir kurir ny nysar krna no hp yg udh ga aktif ahir ny ambil pket sndri ke gudang ny😁,5,1
Sudah sampai ..tapi belom saya cek pasang...terimakasih,5,1
Baik produk bagus sekali,5,1
Respon cepat &amp;service bagus.makasih,5,1
"Harganya ok banget untuk tv 40 inch(2,2jt). Layar cerah dan warnanya bagus. Garansi panel 3tahun! Kurangnya tdk support digital channel, tapi wajar kalau ingat harganya ;). Btw ini bisa dipasang bracket ga ya?",5,1
"Full HD, design bagus hitam, harga, termurah jika dibanding merk lain, dpt bracket juga Usbnya lancar ga macet2, hdmi ok, vganya jga ok, mantap luar biasa Ga nyesel, cma pengiriman agak lama, karena harbolnas... Mantap Thank lazada...",5,1
"Tidak sesuai, terisi tapi tidak bisa kelihatan",5,1
keren kuar biasa mantappp,5,1
"Pengiriman cepat. Barang sesuai dengan deskripsi. Tapi saat memutar film via usb, subtitle tidak muncul. Apa ada yg tau settingannya dimana?",4,1
ga sesuai iklan yg kata nya 64Gb....kapasitas cuma 32 Gb twrnyata...kecewa,5,1
pas sih buat hdd seagate expansion ku.. kurang rapi aja dikit. but worth it bangeet,5,1
"Mantap gan barangnya, tinggal di pasang aja",5,1
"thx . packing rapi dan aman, barang sampai dgn selamat . semua berfungsi baik",5,1
mantap barang murah tapi ga murahan,5,1
"Baru kali ini terkesan saya produk ini, karena data yang saya simpan tak pernah kenak Virus dan bila virus masuk ia akan mati sendiri karena tak ada tempat di Flash Disk ini. Semoga suskses untuk produk ini.",4,1
"barang sudah sampai blm saya cek. packing rapih, semoga bisa awet",5,1
Gak pernah kecewa belanja di seller Kenkez ini.. barangnya ori &  pengirimannya cepet bgt.. sekitar 2hr langsung sampe barangnya. Recommended seller!,5,1
"g pernah kecewa belanja di lazada, 3x COD, 2x transfer smw barang tdk ada yg mengecewakan, sll sesuai, awet, n g trlalu lama. diskonx sll bermanfaat.",5,1
"Barang sangat bagus. Gak kala dgn tv harga mahal. Pengiriman cepat. Kurir baik Kemas agak kurang,untung pengakutan terjaga. Tv lengkap dgn colokan Hdmi, Vga  Warna sangat tanjam Yg berminat silakan order Di lazada. Terimah kasik toko dan Lazada!!!",5,1
"barang sesuai yg dideskripsi, bubble wrap nya tebel, charger dan hp nya utuh di dalem box tanpa ada cacat, mulus bgt, tp proses agak sedikit lambat (mungkin krn lg ada demo dmn2) tp overall udh ok bgt",5,1
"Barang sampai dalam 2 hari, packingnya rapih, smoga ga cepet rusak..",5,1
"Flasdisk nya tidak ori kayaknya, kwalitas biasa aja",5,1
Flash disc nya bagus... bonusnya yg tidak bagus. Rupa2nya bonusnya barang udah karatan.,4,1
"Barang bagus, servis cepat.. top markotop..",5,1
"pengirimannya cepat, respon penjual bagus",5,1
pengiriman ok. d test cukup bagus. tp untuk full.hd kayanya kurang mantapp,4,1
belum sy pake..mudh2an bagus,5,1
"awalnya agak ragu karena harga yang murah dan bonusnya FD juga.. Tapii ..Packing rapi, FD 64 & 16 work properly semoga tahan lama, cuman OTGnya gak cocok di Hp but thats no problem  Recomended lah, Thanks Family Acc Gadget and thanks Lazada",5,1
"Bahannya lumayan,  sayangnya ukurannya untuk ukran badan orang M ke bawah.  ???? warnanya ok.",4,1
"barang diterima sesuai estimasi,TV berfungsi baik,packing rapih,harga murah meriah cm 1,3jt'an. kurang'y ga bs baca pake usb flashdisk",5,1
"bagus TV nya, murah tp bukan murahan lah kalo untuk siaran2 indonesia, mungkin yg kurang untuk seting siaran, ditambah fitur MOVE siaran biar enak kalo nyeting nya",4,1
"barang selamat sampai tujuan, kualitas bagus, hanya saja free bracket yg dijanjikan butuh perjuangan waktu dan materi buat dapetinnya, karena tidak lgsg dikirim bersamaan dengan TV nya",4,1
"Puas belanja produk TV Coocaa,, sinyal digital dapat 32ch, Analog 26,, gambar super terang..ga da bintik2..",5,1
"pengiriman cepat skarang order besok dateng,, cuma pas mau pindahin chenelnya lemot gk langsung konek lama",5,1
barang sudah sampai tapi masih belum saya coba  terima kasih,5,1
Alhamdulillah sampai jg tv philipsnya plus bonus bracketnya mudah2an kedepannya tidak terlambat dlm pengiriman.hank u lazada,5,1
makasih ka...kemejanya baguss,5,1
sudah diterima dengan baik .. meskipun gambar bergaris gak rata mungkin antena tv nya yg kurang bagus. mudah2an awet gak ada kendala.,5,1
"cepat sekali barang datang, pesan hari apa keesokannya lsg datang. untuk kualitas barang mantap, belum ditemukan cacat. packing benar2 aman.",5,1
Biar bintang yg berbicara,5,1
"Udah sampai, saya puas walaupun pengirimannya sedikit telat dan abang kurirnya  nyolot ngotot gara-gara nyari nama saya gak ada yang knal, udah cape nanya nama saya ..baru nlp. Harusnya tlp dulu biar pasti walaupun alamat kurang lngkap. Thanks lazada",4,1
"Bagus sekali, cocok tv nya buat main ps4 FIFA19 HEHE 😊😊 dan juga gambarnya jernih sekali untuk nonton film disambung hdmi ke laptop. Harga murah kualitas ga murahan.",5,1
"alhamdulillah TV 40"" coocaa udh datang pengirimannya cepett dtangnya cmn 2hr barang nya murah tapi ga murahan bagus banget saya suka ,makasih lazada",5,1
"barang sudah sampai dalam kondisi baik, & berfungsi dengan baik jga, semoga awet dipakainya & tdk mudah rusak",5,1
"Sesusai gambar
Pengiriman cepat
Respon jg baik",5,1
barang sampai mudah2an gak mudah rusak,5,1
"not fast enough. durasi baterai tidak lama, jadi bakal sering nyolok. Tombol power deket tombol delete, kalau belum terbiasa bisa salah pencet pas lagi ngetik. tp Overall, oke buat harga segitu.",4,1
Paket dinfokn nyampe tanggal 31 padahal 28 udh sya trima.. paket rapi dan aman.. utk Tv nya keren kualitasnya.. murah tp gk murahan..,5,1
Kecewa katanya usbnya 128 gb tp ternyata 119 gb gak sesuai dg pesanan kita,5,1
"puas barang di terima dengan baik.kurir sebelum menyerahkna ikut cek barang melihat ada cacat atau tidak...biarpun tv merk cina ,tpi ngak kalah dengan merk ..yg sudah terkenal.lagian juga merk terkenal rata2 ada di produksi di cina...thank lazada n coocaa",5,1
Barangnya sih ok... cuma pengirimannya yg bkin gemesss...sampek tumbuh uban nih kepala...😭😭😭.kl gk sy ambil dikantor jne sndiri..mungkin msh nunggu seminggu lg.,5,1
brg sampe pesen tggal 26.. tggl 28 dah nyampe kurir ramah barang bagus moga awet.. bayar dirumah lebih asik tak takut kena tipu... thanks lazada...,5,1
Produk sampe dibungkus masih rapi dan tidak cacat begitu pun sama rapi bagus tidak cacat untuk kartu berfungsi dengan sangat baik👍,5,1
mantab ukuran pas bahan nyaman???,5,1
Barang sesuai dng deskripsi.,5,1
"Pesanan sudah tiba di alamat dengan selamat.
Produk sesuai dengan yang diorder, tidak ada yang cacat , respon cepat.
Oke mantap dan sukses.",5,1
barang diterima dgn baik kualitas gambar bagus tapi klo sm speaker polytron bloutoothnya g mau konek dan juga blm dpt VIP CARDNYA,5,1
murah boorr tapi gak murahan,5,1
"tks lazada respinya cepat sekali pesan tgl.23 malam tgl.24 sore sdh dtng dan skrng sdh di psang tengkyu LEX .note: bagi yg ga suka online shoop lazada please ga usah ksh koment negatif,saya blanja nominal besar ga pernah kecewa... so be wise ajah",5,1
"barang baru kondisi mulus dan berfungsi normal, 4 bintang untuk lazada!! but. . . - dalam dus tidak ada kartu garansi  - packing kurang aman hany dos. . untung proses pengiriman mulus. .  overall cucok lahh. . .",4,1
proses cepet..hmm tapi belom dbuka jadi belom tau produk nya..semoga aman sih..amiin,4,1
Saya sudah Terima Pakletnya tetepi yang di kirmkan ke Saya adalah TV merek Lain yaitu PANASONIC TH-40F305G LED TV [40 Inch]. Yang Saya pesan tidak sesuai,5,1
"mohon maaf, barang yang saya pesan tertulis sudah dterima, tapi saya belum menerima barang pesanan saya. bgaimana solusinya???",5,1
siiipppp........biar bintang yang bicara bos,5,1
"Sesuai pesanan, proses tidak lama",5,1
"belum pernah pake tv ini, semoga awet kelebihan dari tv coocaa ini ada HDMI dan USB utk uk 24 """,5,1
"packing nya bagus. sayang tidak ada kwitansinya. saya bantu beli buat orang kurang mampu dan tidak melek teknologi, gak ada kwitansi jadi agak gak enak saya hehe.  dan cd driver zaman skrg emang udah gak ada ya? tapi overall, bagus barangnya 👍🏼",5,1
