text,rating,sentiment_label
Bagus bagus bagusksksnsnjsjjsksmmsms,5,positive
"Respon dan pengiriman cepat, barang bagus",5,positive
"Selamat sampai tujuan,barang berfungsi normal,isi paket lengkap",5,positive
"Recomended seller, respon cepat packing mantap, barang pesanan di buble wrap.... Josss",5,positive
,5,positive
"Kualitas okey, makasih Gan. Semua barang aman, dan sesuai deskripsi.",5,positive
"mantab joos  tanpa kendala, sampai jg sangat cepat, packingnya aman kemasan dan produk mulus, top pkoknya sukses selalu",5,positive
Barang sesuai dengan deskripsi. Pengiriman cepat gak pake lama. Barang bagus. Mantap dahh pokoknya. Thanks gan,5,positive
"barang sesuai pesanan, respon dan pengiriman cepat, good Seller",5,positive
Barang sesuai posting.. siip,5,positive
"berfungsi dengan baik, pengiriman dan respon cepat",5,positive
Barang sesuai dengan gambar pengiriman cepat. Respon Seller 👍🏼👍🏼,5,positive
,5,positive
"Barang bagus, respond cepat..",5,positive
,5,positive
"Pas dengan air nailer nya gan .. thanks.

Recommended seller.",5,positive
oke sip sudah dinpake.. mantap,5,positive
MANTAB..!!! SALAM NINGRAT..!!!,5,positive
"Best dah best best, penjual yg bner  best dah....",5,positive
"mkasih bnyak barang sesuai :) harga miring, kualitas baguss sekali, sukses ya gan",5,positive
Produk Bagus..cuma isinya agak Susah..Produk sesuai deskripsi. Langsung dipakai ok dan mantul. Moga awet aja. Terima kasih,5,positive
Gan jual isi steples nya.....,5,positive
"paket sudah saya terima dengan baik, terima kasih banyak atas pelayanannya!",5,positive
barang udh nyampe gan. tks. Sukses terus HOUSE SPAREPART....,5,positive
Item is ok! Packing and delivery speed are also prima.Thanks,5,positive
"Trima Kasih, sdh sy dtrima dgn baik..",5,positive
Makasih juragannnnnnnnnnnnn,5,positive
"Sangat Puaasss, Barang sudah di terima dengan baik",5,positive
"Terima kasih, barang sudah diterima dengan baik",5,positive
"Makasih Agan Barang cepet sampai,isi mulus . recommended seller deh....next order lagi",5,positive
Barang ssesuai gambar dan pengirimannya cepat..,5,positive
terima kasih...  barang sudah diterima.  recommended seller...,5,positive
barang dah sampe.  pengiriman cepat.,5,positive
Maaf baru sempet ksh ulasan.. Brg udh diterima 2 hari yg lalu.. Mksh yaa.. :),5,positive
Sip gan mantap makasih ya,5,positive
"Barang oke, packing aman, proses kirim cepat. Trims",5,positive
Sdh diterima. Thank you.,5,positive
"Fast respon, harga murah.. good n recomended seller deh..",5,positive
"Clear as described, .....Recommended Seller,....AAAA+++",5,positive
Produk bagus dan penjual recommended,5,positive
,5,positive
"Thx gan pesanan udh sampe..
Recommended seller..",5,positive
,5,positive
Mantul fast respon kaya VR|46,5,positive
"terima kasih ... barang telah diterima, semoga mantap ...akan order lagi",5,positive
pas dengan yang saya cari ... barang bagus,5,positive
barang sesuai deskripsi..,5,positive
trimaksh brang telah sampai dgn utuh.,5,positive
,5,positive
"Barang sudah sampai gan, langsung ane pakai buat mbenerin kursi",5,positive
recomended seller....thanks gan,5,positive
pesanan sudah sampai... terima kasih....,5,positive
Barang diterima sesuai pesanan...thx,5,positive
biar bintang yg bicara.......   ....,5,positive
fast respont...best seller....,5,positive
Barang bagus sesuai pesanan mas thx,5,positive
sesuai pesanan n proses cepat pertahankan y gan,5,positive
"Good seller, sukses selalu",5,positive
,5,positive
"thnks gan,barang sesuai foto,,,mudah2han awet nih,,,blm coba karna blm ada isinya,,=)",5,positive
"barang sdh sampai, belum dicoba semoga bisa pakai dan awet. thank u seller",5,positive
barang sdh ditrima dan berfungsi...manteb gan,5,positive
Sesuau dengan pesanan semoga awet. Thx...,5,positive
Barang sesuai pesanan.. mantapp...,5,positive
Alat bagus berjalan normal bahannya bagus pelayanan ok...,5,positive
siiip barang dah nyampai....... tengkyu,5,positive
mantap sampai dengan aman gan.............................,5,positive
"Thanks bgt yaa say
suka bgt sama barang nyaa sesuai dan good QUALITY",5,positive
Brg sudah sampai... Kualitas brg sesuai harga.. thanks..,5,positive
Bagus .... pengiriman ok .... rekomen,5,positive
"super ..
ga ribet,cepet,ga perlu nanya ada stok atau ga,saya langsung order .proses,sehari sampe ..
mantap..
barang murah tapi ga murahan..
joss
recommended seller",5,positive
bagus dan cepat sampai barang nya oke,5,positive
barang sudah sampai.terimakasih  next time order lagi,5,positive
Okelahh..sesuai dgn deskripsi,5,positive
,5,positive
"Produk sesuai deskripsi, foto 
Packing,pengiriman,RapiCepat, mantap
Sukses selalu
Terimakasih",5,positive
"Cepet bgt nyampe order yg 4hari,,,1hari udah sampe👍👍👍👍👍",5,positive
"Produk sesuai deskripsi, pengiriman cepat",5,positive
"Barang kualitas bagus.
Sudah coba dipakai, bekerja seperti yg diharapkan.",5,positive
Produk sesuai dengan gambar...mantap,5,positive
"Mantap alatny, sekali jepret langsung tancap,pokokny recommended.",5,positive
Original sesuai foto bagus mantap,5,positive
Barang bagus sesuai.pesanan.,5,positive
"Babut , maksudnya bagus , belanja disini , barang sesuai gambaran di otak saya",5,positive
"asli rapide r-23, respon seller cepat",5,positive
Produk sesuai dengan deskripsi.,5,positive
Cepet abieasssssss gannnnnn,5,positive
"cepet sampainya,recomend",5,positive
,5,positive
Terima kasih sudah sampai,5,positive
Pengiriman cepat packing rapi,5,positive
Sesuai... maaf baru konfirmasi... fast respon...,5,positive
,5,positive
"Respon cepat, packing rapi dan aman, makasih yaaa",5,positive
"Produk cepet bgt sampainya,sesuai gambar..penjual ramah..trimakasih dan sukses terus",5,positive
"Pengiriman cepat,  barang sesuai deskripsi,,  terima kasih",5,positive
Paket mantab langsung dipakai dan hasilnya memuaskan ...recomended nih ..untuk order berikutnya...,5,positive
"Alhamdhulillah pesanan k sudah sampai lebih cepat dari perkiraan, kualitas barang oke banget, sangat memuaskan.",5,positive
"Barang sampai dengan selamat, packing rapih pake buble, pengiriman cepat.... top lah",5,positive
Barang sesuai deskripsi dan response Seller cepat.,5,positive
,5,positive
barang baguuuus &amp; pengiriman cepat,5,positive
,5,positive
"Pengiriman Cepat, dan barang sesuai pesanan",5,positive
Good stuff .. Recommended !,5,positive
Barang lom dicoba.. pasti bagus mantap dah..,5,positive
"Barang dtg cepat,  berkualiras,  dan penjual respon. Ok trims..!",5,positive
Barang bagus sangat kokoh,5,positive
"bagus gan, barang nya kokoh",5,positive
Barang sesuai dengan pesanan...mantab gan👍🏻,5,positive
Brh sdh sampe. .trims gan..,5,positive
"Orang counter, tukang jok, kuli bangunan, tukang cilok, tukang sate, driver grab, supir go car dll wajib beli ini.. pekerjaan jd mudah",5,positive
Barangnya Memuaskan gan..,5,positive
,5,positive
"Trimakasih, gan barang dah sampai.. Top.",5,positive
"produk sesuai dengan foto
terima kasih gan",5,positive
"Good, proses cepat..........",5,positive
Respon cepat pengiriman super cepat barang sesuai mantap,5,positive
"barang bagus,respon cepat.tx.",5,positive
"Sudah dicoba, kualitas oke
Sesuai deskripsi, terima kasih",5,positive
,5,positive
"Responnya cepet, barang sudah sampai, dicoba juga berfungsi baik,",5,positive
cepat sampai mantab makasih,5,positive
Cepat pengirimannya ea,5,positive
"Seller oke, packing oke, barang fungsi dg baik. JNE nya yg busuk. Masa dari kardus luar smp isi dalamnya basah semua kena hujan. Kurir kamprett",5,positive
"respon cepat,barang sesuai poto,dan berfungsi normal..",5,positive
barang bagus terima kasih,5,positive
sangat cepat dan barang persis contoh,5,positive
barang oke sip recommended seller,5,positive
Barang sesuai pesanan,5,positive
,5,positive
"Thanks gan .. barang sdh sampe, "" isi straplesnya udh patah2 rejectn sprtinya"" .. semoga bermanfaat .. semoga mkin laris lapaknya.. makasih",5,positive
"barang bagus sesuai gambar, &amp; sesuai harga, trims y",5,positive
"Okey gan ,, makasih barang sudah mendarat",5,positive
barangx sdh sampai..packing dan barangx bgs bngt..mksh gan...,5,positive
Staples sdh dicoba & berfungsi baik. Terima kasih seller.,5,positive
Barang sudah sampai dan berfungsi dengan baik,5,positive
"Paket sesuai pesanan,  gosend lagi bagus cepat terima kasih",5,positive
"oke top markotop, proses cepat, malam bayar, siang sampai",5,positive
"terima kasih buat segala pelayanannya, barangnya bagus, mau saya gunakan pasang klem kabel biar lebih cepat. ternyata brad nail f15 juga bisa masuk. salam sukses gan.",5,positive
"sesuai, bagus, terima kasih...sukses terus",5,positive
"barang sesuai, pengiriman ckp cepat.. mksh",5,positive
"Barang sesuai deskripsi, penjual responsif, pengiriman cepat dan akurat. Terima kasih",5,positive
"sesuai deskripsi....
Terima kasih",5,positive
"Respon dan Proses Order cepat, barang Sesuai gambar dan pengunaan berfungsi baik",5,positive
"barang oke, sesuai berfungsi dgn bagus, semoga awet...
thx gan",5,positive
,5,positive
sesuai pesanan.  mantappppppppppppplllllllpppp,5,positive
terimakasih paketnya sudah sampai... good saller recoment...,5,positive
"Bagus barangnya, sesuai dengan deskripsi. Seller top. Thank you",5,positive
"Barang sudah diterima, respon penjual cepat, pengiriman juga cepat. barang bagus,,,",5,positive
Cepet bgt proses pngirimannya..,5,positive
barangnya sudah sampai gan trims,5,positive
Brg bagus.. Pertama agan na krm barang na gk dpt isi staples na gr2 kesalahan pabrik yg mn msh segel tp isi staples na gk ad.. Lngsng komplain lwt tokopedia..  agan na lngsng mnt krm balik n brg d krm yg sesuai.. Ongkir bulak balik d tanggung ama agan na.. Thx bgtt gan.. Bnr2 recomended seller..,5,positive
"paket sudah sampai dengan selamat.
Barang bagus. dapet isinya 3 macam pula. tq",5,positive
sudah sampai dengan selamat... fast response... thks...,5,positive
Thank you. Proses pengiriman cepat.,5,positive
"Produknya bagus bosque...........,...........,.............,.",5,positive
kirim nya cepat... produk lumayan...,5,positive
,5,positive
"Alus uyy geus nepi deui, nuhun... Mudah2an awet",5,positive
,5,positive
Respon cepat...barang sesuai di gambar..4 jam udah sampe....makasih gan...,5,positive
"Mantap, sesuai yg di iklankan",5,positive
,5,positive
mantap... fast respon... harga bersahabat.........,5,positive
"terimakasih..
barang sudah sampai..",5,positive
"Fast respon... material bagus, smoga awet... Tq Gan.",5,positive
terimakasih barang sudah sampai sesuai dengan pesanan dengan layanan dan respon yang cepat....,5,positive
"bagus, sesuai dengan pesanan dan berfungsi dengan baik.",5,positive
"Packing ok, respon cepat and barang sesuai deskripsi. Recsel..",5,positive
"Sudah diterima sesuai deskripsi, barang bagus",5,positive
Udh 3 x lbh beli disini.Ga pernah kecewa bli disini..fast respon..pengiriman sangat cepet dan rapi..lanjutkan..recomended bgt,5,positive
"Barang bagus, cepat sampai, recommended!",5,positive
Sangat puas Belanja di toko ini,5,positive
Barang sampai dengan selamat.,5,positive
Selalu puas dengan pelayanan toko ini dan tokopedia. Top seller,5,positive
"Respon cepat,paket cepat sampai",5,positive
Barang sdh sampai...fast respons 👍🏻,5,positive
Recomended seller...bossss,5,positive
Barang nya okey.... pengiriman juga cepat....mantapppp....makasih yah...,5,positive
"barang sudah sampai, terima kasih",5,positive
Pas... cocok... sesuai dengan gambar dan deskripsi,5,positive
Barang sesuai pesanan.mksh,5,positive
Belanja kedua kalinya. Selalu memuaskan. Respon cepat. Recommended seller 👍,5,positive
Stlh trf lsg dikirim oleh wahana. Pake wahana ke serang cuma sehari sudah sampai.. recommended,5,positive
Packing rapi sellernya juga  ramah produk juga bagus👍👍👍makasih gan,5,positive
Cpt bgt pake wahana sampe kurang dr 24jam ke serang.. goodd!!!,5,positive
"Produk sesuai dengan etalase gambar, pengiriman cepat, respon baik. Pokok nya ok lah. 
Sukses selalu dan tingkatkan terus pelayanan",5,positive
"Baru nyoba merek ini ternyata bagus.
Sukses jualannya",5,positive
Tiba lebih cepat ........,5,positive
Mantap gan.. sesuai pesanan dan perkiraan... Mantap tap dah.. thanks gan,5,positive
Sesuai pesanan.............,5,positive
OK PAS MANTAP.........,5,positive
thanks ya boss semoga bermanfaat,5,positive
,5,positive
barang sudah sampai... thanks for seller,5,positive
"barang udah nyampk tadi sore, baru konfirmasi baru pulang kerja",5,positive
"oke uda kami terimah
barang bagus. tidak ada masalah. mantaaap.",5,positive
Good quality ... suwun y sukses slalu,5,positive
"Respon tercepat dari semua toko yg pernah saya order, mantap",5,positive
"Produk sesuai foto, uji coba hasil memuaskan",5,positive
"Produk sesuai deskripsi, respon cepat, setelah checkout langsung dikirim. Recomended seller... 👍🏻👍🏻 *Semoga semakin sukses.",5,positive
,5,positive
,5,positive
Respon super cepet. 3 jam 30 mnt barang sdh sampai.,5,positive
"Barang sudah diterima dengan baik, sesuai dengan gambar dan cepat, respon penjual lewat chat cepat dibalas, packing rapi....👌🏻",5,positive
Barang sesuai pesanan dan bagus,5,positive
Barang sesuai deskripsi,5,positive
"Barang sesuai, bagus dan murah, mantapp",5,positive
,5,positive
Ok. Susuai dengan pesansan,5,positive
Sesuai iklan. Produk kualitas baik. Paking aman. Kirimnya juga cepat.,5,positive
"Terima kasih
Barang sudah sampai
Jumlah sesuai dengan pesanan
Packing rapih",5,positive
Biar bintang yg berbicara,5,positive
tanks bos barang dah sampai.... sesuai harapan.....,5,positive
sudah terima barang nya. tks~,5,positive
trim gan barangnya sudah sampai,5,positive
"barang ok, sesuai ekspektasi",5,positive
barang sesuai pesanan. respon n layanan cepat,5,positive
topp ... pesanan sesuai,5,positive
Barang sdh sampai dengan baik,5,positive
,5,positive
"Terima kasih
Barang sudah sampai.
Jumlah sesuai pesanan.",5,positive
barang sudah sampai sesuai deskripsi dalam kondisi baik . thank gan,5,positive
"Terima kasih.
Barang sudah sampai.
Jumlah sesuai pesanan.
Packing rapih.",5,positive
,5,positive
,5,positive
"tqqqqqqq,stepless pas, utk merk krisbow,",5,positive
paket sudah diterima dengan baik. tks.,5,positive
"ok gan, barang pesanan saya sudah sampai. trima kasi.",5,positive
,5,positive
"Thanx gan, barang sudah d terima",5,positive
Bagus. Dikirim cepat. Terima kasih,5,positive
,5,positive
Pengiriman cepat dan barang yang dikirm mantep,5,positive
Ssuiiiiippp....barang e josss,5,positive
barangxa oke gan paking juga rapih..,5,positive
sesuai.. dengan harga...,5,positive
"brg sudah saya terima, thanks.",5,positive
wokeeee.....pengiriman cepat...packing siip....gojek'e konco dewe mas bos....hehehehe,5,positive
Bagus sesuai dgn deskripsi.,5,positive
barang bagus sesuai deskripsi,5,positive
Sesuai order semoga cocok dg  staplesnys,5,positive
,5,positive
barang nya berpungsi dengan baik mantap lah pokok nya,5,positive
Barang dan isinya sesuai pesanan,5,positive
"Barang sesuai pesanan, dikirim dg cepat",5,positive
"Terimakasih pak..  Barang sudah sampe..  Barang nya sesuai. Keinginan... 
 Best Toko ini",5,positive
Biar bintang yg menilai,5,positive
makasih makasih makasih makasih,5,positive
Good..fast respon..thx gan..,5,positive
,5,positive
"Mantap, produk sesuai ekpektasi",5,positive
Mantaaaap. Fast dan berfungsi dengan baik. Sesuai etalase dan deskripsi. Sangat direkomendasikan utk pembeli. 👍👍👍,5,positive
,5,positive
Barang sesuai pesanan dan sampai dengan selamat,5,positive
"Barang bagus,,,dah sampai dengan selamat,,maksh",5,positive
"respon cepat, kirim cepat, barang sudah dicoba bagus...",5,positive
"Sesuai dgn deskripsinya,bagus,cepat, dan packaging rapih👍",5,positive
"Stapler tembak nya bagus, berfungsi dg baik
Harga mantabs
Semoga awet
Pengiriman cepat
Terima kasih",5,positive
Barang bagus memuaskan...,5,positive
Barang sudah diterima dengan baik..,5,positive
Barang oke pengiriman super cepat,5,positive
,5,positive
"Barang sdh diterima, packaging rapi dan berfungsi dgn baik. Thx",5,positive
"barang bagus, hanya pengiriman telat",5,positive
Terima kasih barang sudah mendarat,5,positive
"Barang sesuai pict, pesan pagi bsk udah sampai:)",5,positive
Barang sesuai dgn pesanan,5,positive
"TOP, Recomended Seller",5,positive
Barang sdh sampai.. Okesiip,5,positive
respon cepat produk berkualitas recommended,5,positive
Mantap respon cepat..tks,5,positive
Sangat puas .. order lgsg di proses dan cepat pengirimannya,5,positive
"Sesuai gambar dan deskripsi, semoga tahan lama",5,positive
Mantaaappp recomend banget,5,positive
"Super respon n pengiriman super cepat..... Belum coba, semoga produknya juga ok",5,positive
,5,positive
"Mantap makasih gannn
.......",5,positive
respon mantap. barang bermanfaat.,5,positive
,5,positive
Barangnya sudah sampai dan sesuai,5,positive
,5,positive
"Terima kasih, barang sudah sampai dan berfungsi dengan baik",5,positive
"kiriman sudah sampai, makasih gan",5,positive
"Sesuai gambar, terima kasih gan",5,positive
"Pengiriman cepat, barang sesuai deskripsi. Thanks ya",5,positive
Bagus .hentakan nya kenceng,5,positive
"Pengiriman cepat, pelayanan mantap, toko paling top",5,positive
"Barang qulitas baik, bahan tebal. Tidak ada cacat. Recommended 👍👍",5,positive
"Produk ok. Sd dicoba, berjalan baik. Semoga awet.",5,positive
Produk original berkualitas berfungsi baik,5,positive
Barang sesuai dengan spesifikasi. Thanks gan,5,positive
Barang datang sesuai pesanan,5,positive
Barang sesuai deskripsi.... pengiriman cepat...,5,positive
,5,positive
,5,positive
,5,positive
Fast respond &amp; kualitas ok,5,positive
"Bagus, pelayanan cepat",5,positive
Kwalitas baik...sdh di coba.dan mudah pemakainx..thanks..,5,positive
"Thanks gan, good job
Next order lagi",5,positive
barangnya mantap. yang penting mureeee,5,positive
Bos klu beli isinya ready,5,positive
brg udah dateng. respon cepet. kemasan rapih.  tp belum dicoba. moga2 awet dah.,5,positive
Sip barang sesuai dgn deskripsi,5,positive
,5,positive
Ty gan....respon cepat ...recomended seller...sukses gan.....,5,positive
pking baik barang ok cuma agk lmbat pngirnnya...,5,positive
Barang Oke...di tes nembaknya kencang....mantap laH,5,positive
Pesanan sampai sgt cepat. Belom dicoba barangnya. Tapi bagus kelihatannya cukup kokoh untuk harga murah..,5,positive
"Barang sudah dicoba, hasilnya sangat bagus, semoga awet",5,positive
"Barang sesuai dengan deskripsi, dites ok, recommended seller, sukses gan,mksh.",5,positive
Barans sesuai pesanan,5,positive
"respon cepat, produk sesuai deskripsi dan packing rapi",5,positive
terimakasih pengiriman cepat....................dan barang sesuai,5,positive
biarkan bintang yang berbicara...,5,positive
,5,positive
Staples tembak nya bisa berfungsi baik. Barusan saya gunakan untuk staples sofa saya dan bisa. Hasil nya bagus dan rapi. Thank you.,5,positive
